我的央视,#genre#
CCTV1,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226431/1.m3u8
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://ott.js.chinamobile.com/PLTV/3/224/3221225530/index.m3u8
CCTV1,http://ott.js.chinamobile.com/PLTV/3/224/3221227375/index.m3u8
CCTV1,http://ott.js.chinamobile.com/PLTV/3/224/3221227634/index.m3u8
CCTV1,http://ott.js.chinamobile.com/PLTV/3/224/3221227644/index.m3u8
CCTV1,http://ott.js.chinamobile.com/PLTV/3/224/3221227641/index.m3u8
CCTV1,http://ott.js.chinamobile.com/PLTV/3/224/3221227675/index.m3u8
CCTV1,http://ott.js.chinamobile.com/PLTV/3/224/3221227725/index.m3u8
CCTV1,http://39.134.39.39/PLTV/88888888/224/3221226247/index.m3u8
CCTV1,http://39.134.115.163:8080/PLTV/88888910/224/3221225618/index.m3u8

CCTV2,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226472/1.m3u8
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/index.m3u8
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/index.m3u8
CCTV2,http://ott.js.chinamobile.com/PLTV/3/224/3221227427/index.m3u8
CCTV2,http://ott.js.chinamobile.com/PLTV/3/224/3221227696/index.m3u8
CCTV2,http://ott.js.chinamobile.com/PLTV/3/224/3221227708/index.m3u8
CCTV2,http://39.134.39.39/PLTV/88888888/224/3221226220/index.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8

CCTV3,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226471/1.m3u8
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226009/index.m3u8
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://ott.js.chinamobile.com/PLTV/3/224/3221227424/index.m3u8
CCTV3,http://ott.js.chinamobile.com/PLTV/3/224/3221227650/index.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8

CCTV4,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226470/1.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/index.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226223/index.m3u8
CCTV4,http://ott.js.chinamobile.com/PLTV/3/224/3221227658/index.m3u8
CCTV4,http://ott.js.chinamobile.com/PLTV/3/224/3221227683/index.m3u8
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8

CCTV5,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://ott.js.chinamobile.com/PLTV/3/224/3221227640/index.m3u8
CCTV5,http://ott.js.chinamobile.com/PLTV/3/224/3221227661/index.m3u8
CCTV5,http://ott.js.chinamobile.com/PLTV/3/224/3221227686/index.m3u8
CCTV5,http://39.134.39.39/PLTV/88888888/224/3221226224/index.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8

CCTV5+,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226458/1.m3u8
CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/index.m3u8
CCTV5+,http://ott.js.chinamobile.com/PLTV/3/224/3221227631/index.m3u8
CCTV5+,http://ott.js.chinamobile.com/PLTV/3/224/3221227685/index.m3u8
CCTV5+,http://ott.js.chinamobile.com/PLTV/3/224/3221227714/index.m3u8
CCTV5+,http://39.134.39.39/PLTV/88888888/224/3221226253/index.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8

CCTV6,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226468/1.m3u8
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6,http://ott.js.chinamobile.com/PLTV/3/224/3221227664/index.m3u8
CCTV6,http://39.134.39.39/PLTV/88888888/224/3221226226/index.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8

CCTV7,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226467/1.m3u8
CCTV7,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://ott.js.chinamobile.com/PLTV/3/224/3221227314/index.m3u8
CCTV7,http://ott.js.chinamobile.com/PLTV/3/224/3221227642/index.m3u8
CCTV7,http://ott.js.chinamobile.com/PLTV/3/224/3221227690/index.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8

CCTV8,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226485/1.m3u8
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/index.m3u8
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,http://ott.js.chinamobile.com/PLTV/3/224/3221227204/index.m3u8
CCTV8,http://ott.js.chinamobile.com/PLTV/3/224/3221227667/index.m3u8
CCTV8,http://ott.js.chinamobile.com/PLTV/3/224/3221227750/index.m3u8
CCTV8,http://39.134.39.39/PLTV/88888888/224/3221226257/index.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8

CCTV9,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226465/1.m3u8
CCTV9,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV9,http://ott.js.chinamobile.com/PLTV/3/224/3221227614/index.m3u8
CCTV9,http://ott.js.chinamobile.com/PLTV/3/224/3221227659/index.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8

CCTV10,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226464/1.m3u8
CCTV10,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV10,http://ott.js.chinamobile.com/PLTV/3/224/3221227317/index.m3u8
CCTV10,http://ott.js.chinamobile.com/PLTV/3/224/3221227620/index.m3u8
CCTV10,http://ott.js.chinamobile.com/PLTV/3/224/3221227717/index.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8

